diff,group,variable,ACCESS-OM2_01deg_jra55v13_ryf9091/ice/cice_in.nml,ACCESS-OM2_release-01deg_jra55_ryf/ice/cice_in.nml
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fsurfn_ai"", ""f_fsurfn_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswabs"", ""f_fswabs"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswabs_ai"", ""f_fswabs_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswdn"", ""f_fswdn"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswfac"", ""f_fswfac"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswthru"", ""f_fswthru"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswthru_ai"", ""f_fswthru_ai"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fswup"", ""f_fswup"")",,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_fy"", ""f_fy"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hi"", ""f_hi"")",m,md
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hisnap"", ""f_hisnap"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hs"", ""f_hs"")",m,md
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hte"", ""f_hte"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_htn"", ""f_htn"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_iage"", ""f_iage"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_icepresent"", ""f_icepresent"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_meltb"", ""f_meltb"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_meltl"", ""f_meltl"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_melts"", ""f_melts"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_meltt"", ""f_meltt"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_mlt_onset"", ""f_mlt_onset"")",m,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_ncat"", ""f_ncat"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_qref"", ""f_qref"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_rain"", ""f_rain"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_rain_ai"", ""f_rain_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_shear"", ""f_shear"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_sice"", ""f_sice"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_sig1"", ""f_sig1"")",m,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_sig2"", ""f_sig2"")",m,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_sinz"", ""f_sinz"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_snoice"", ""f_snoice"")",x,md
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_snow"", ""f_snow"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_snow_ai"", ""f_snow_ai"")",x,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_sss"", ""f_sss"")",m,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_sst"", ""f_sst"")",m,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strairx"", ""f_strairx"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strairy"", ""f_strairy"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strcorx"", ""f_strcorx"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strcory"", ""f_strcory"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strength"", ""f_strength"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strintx"", ""f_strintx"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strinty"", ""f_strinty"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strocnx"", ""f_strocnx"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strocny"", ""f_strocny"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strtltx"", ""f_strtltx"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_strtlty"", ""f_strtlty"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tair"", ""f_tair"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tarea"", ""f_tarea"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tinz"", ""f_tinz"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tmask"", ""f_tmask"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tref"", ""f_tref"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_trsig"", ""f_trsig"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tsfc"", ""f_tsfc"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_tsnz"", ""f_tsnz"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_uarea"", ""f_uarea"")",True,True
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_uatm"", ""f_uatm"")",,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_uocn"", ""f_uocn"")",m,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_uvel"", ""f_uvel"")",m,md
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vatm"", ""f_vatm"")",,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vgrdb"", ""f_vgrdb"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vgrdi"", ""f_vgrdi"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vgrds"", ""f_vgrds"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vicen"", ""f_vicen"")",m,m
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vocn"", ""f_vocn"")",m,x
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_nml"", ""&icefields_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_vvel"", ""f_vvel"")",m,md
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_apeff"", ""f_apeff"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_apeff_ai"", ""f_apeff_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_apeffn"", ""f_apeffn"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_apond"", ""f_apond"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_apond_ai"", ""f_apond_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_apondn"", ""f_apondn"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hpond"", ""f_hpond"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hpond_ai"", ""f_hpond_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_hpondn"", ""f_hpondn"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_ipond"", ""f_ipond"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=icefields_pond_nml"", ""&icefields_pond_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=f_ipond_ai"", ""f_ipond_ai"")",x,x
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dpscale"", ""dpscale"")",0.001,0.001
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=frzpnd"", ""frzpnd"")",hlid,hlid
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=hp1"", ""hp1"")",0.01,0.01
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=hs0"", ""hs0"")",0.0,0.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=hs1"", ""hs1"")",0.03,0.03
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=pndaspect"", ""pndaspect"")",0.8,0.8
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=rfracmax"", ""rfracmax"")",1.0,1.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ponds_nml"", ""&ponds_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=rfracmin"", ""rfracmin"")",0.15,0.15
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=days_per_year"", ""days_per_year"")",365,365
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dbug"", ""dbug"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=diag_file"", ""diag_file"")",ice_diag.d,ice_diag.d
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=diag_type"", ""diag_type"")",file,file
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=diagfreq"", ""diagfreq"")",960,960
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dt"", ""dt"")",300,300
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dump_last"", ""dump_last"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dumpfreq"", ""dumpfreq"")",m,m
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dumpfreq_n"", ""dumpfreq_n"")",3,3
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=hist_avg"", ""hist_avg"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=histfreq"", ""histfreq"")","['d', 'm', 'x', 'x', 'x']","['d', 'm', 'x', 'x', 'x']"
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=histfreq_n"", ""histfreq_n"")","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=history_chunksize_x"", ""history_chunksize_x"")",,360
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=history_chunksize_y"", ""history_chunksize_y"")",,270
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=history_deflate_level"", ""history_deflate_level"")",,1
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=history_dir"", ""history_dir"")",./OUTPUT/,./OUTPUT/
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=history_file"", ""history_file"")",iceh,iceh
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ice_ic"", ""ice_ic"")",default,default
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=incond_dir"", ""incond_dir"")",./OUTPUT/,./OUTPUT/
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=incond_file"", ""incond_file"")",iceh_ic,iceh_ic
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=istep0"", ""istep0"")",0,0
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=latpnt"", ""latpnt"")","[66.75, 68.0]","[90.0, -65.0]"
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=lonpnt"", ""lonpnt"")","[72.5, 74.0]","[0.0, -45.0]"
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ndtd"", ""ndtd"")",2,2
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=npt"", ""npt"")",6480,6480
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=pointer_file"", ""pointer_file"")",./RESTART/ice.restart_file,./RESTART/ice.restart_file
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=print_global"", ""print_global"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=print_points"", ""print_points"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart"", ""restart"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_dir"", ""restart_dir"")",./RESTART/,./RESTART/
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_ext"", ""restart_ext"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_file"", ""restart_file"")",iced,iced
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_format"", ""restart_format"")",nc,
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=runtype"", ""runtype"")",initial,initial
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=use_leap_years"", ""use_leap_years"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=use_restart_time"", ""use_restart_time"")",True,True
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=write_ic"", ""write_ic"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=setup_nml"", ""&setup_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=year_init"", ""year_init"")",1,1
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ahmax"", ""ahmax"")",0.1,0.1
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=albedo_type"", ""albedo_type"")",default,default
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=albicei"", ""albicei"")",0.44,0.44
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=albicev"", ""albicev"")",0.86,0.86
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=albsnowi"", ""albsnowi"")",0.7,0.7
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=albsnowv"", ""albsnowv"")",0.98,0.98
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dalb_mlt"", ""dalb_mlt"")",-0.02,-0.02
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dt_mlt"", ""dt_mlt"")",1.0,1.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=r_ice"", ""r_ice"")",0.0,0.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=r_pnd"", ""r_pnd"")",0.0,0.0
